open,high,low,close,volume,tradingDate
569.05,572.87,567.24,570.11,126471680,2013-12-02
574.92,575.59,562.55,566.47,117649540,2013-12-09
563.59,568.03,560.68,560.68,105416100,2013-12-16
562.86,567.01,559.99,562.28,89206590,2013-12-23
562.87,563.54,554.68,562.2,42310960,2013-12-30
563.41,564.33,559.89,562.8,28737140,2014-01-02
563.89,581.07,561.12,576.16,123795590,2014-01-06
576.52,612.23,575.5,605.5,171716370,2014-01-13
605.5,640.05,605.5,627.91,176411270,2014-01-20
625.63,625.63,624.15,624.7,28151380,2014-01-27
622.15,632.24,619.28,622.82,75835420,2014-02-06
622.96,645.94,622.46,641.41,256831740,2014-02-10
638.71,654.31,630.1,639.37,288216350,2014-02-17
641.29,676.92,638.1,663.81,281191510,2014-02-24
662.63,663.48,632.49,651.46,218123490,2014-03-03
652.54,673.91,651.78,668.39,249599850,2014-03-10
672.54,688.65,669.54,679.98,363477510,2014-03-17
688.49,690.57,658.32,676.31,316576150,2014-03-24
676.31,678.81,649.14,667.33,222442360,2014-03-31
669.3,677.09,662.36,665.85,162315820,2014-04-07
668.5,668.96,621.13,621.13,211900410,2014-04-14
620.22,637.46,612.26,636.35,124688730,2014-04-21
637.45,638.27,626.58,632.1,35398700,2014-04-28
631.64,631.95,568.97,587.91,188925290,2014-05-05
578.81,589.78,552.56,581.93,192637090,2014-05-12
582.54,600.15,578.52,594.35,150909030,2014-05-19
594.04,622.35,588.05,618.0,154971010,2014-05-26
614.74,617.68,597.7,608.48,91318900,2014-06-02
609.2,620.68,606.3,617.73,135795870,2014-06-09
620.51,622.73,606.96,607.23,185289040,2014-06-16
609.03,622.27,608.67,616.85,121146020,2014-06-23
616.85,633.03,615.06,631.02,157844830,2014-06-30
635.53,639.55,623.73,627.1,153959600,2014-07-07
628.48,644.56,627.08,645.52,137360990,2014-07-14
646.98,650.97,638.97,641.96,122199960,2014-07-21
640.13,640.27,627.45,635.01,166268630,2014-07-28
632.29,647.63,631.14,641.93,191725570,2014-08-04
639.43,650.49,635.82,645.13,209820090,2014-08-11
646.52,657.39,643.29,654.96,303512610,2014-08-18
659.13,678.68,657.74,676.82,342895550,2014-08-25
681.61,684.82,675.32,677.62,193181310,2014-09-03
681.31,683.36,653.53,669.78,321544470,2014-09-08
666.15,674.09,654.54,654.54,464390430,2014-09-15
659.72,663.41,642.83,649.63,246924280,2014-09-22
650.08,663.39,637.99,659.25,322191480,2014-09-29
658.84,663.65,651.52,651.72,265199450,2014-10-06
650.77,653.62,613.76,624.77,243428460,2014-10-13
624.98,639.55,622.21,629.52,201482680,2014-10-20
626.19,638.78,613.23,638.78,227959950,2014-10-27
644.03,646.75,634.05,642.77,201815870,2014-11-03
643.92,647.03,632.28,637.9,285108870,2014-11-10
639.53,640.93,623.66,623.74,290177960,2014-11-17
620.57,625.92,609.72,611.15,262687850,2014-11-24
612.86,628.13,612.68,624.67,223469050,2014-12-01
622.9,623.71,597.97,609.33,235440380,2014-12-08
607.56,610.59,563.92,570.61,329108240,2014-12-15
576.98,594.41,576.98,582.45,167005590,2014-12-22
583.36,601.9,578.33,601.66,146101120,2014-12-29
600.25,619.52,593.46,618.41,238034900,2015-01-05
618.04,624.0,611.9,614.72,262915000,2015-01-12
617.18,618.9,604.35,615.16,171524740,2015-01-19
615.16,619.21,604.98,606.54,199886800,2015-01-26
606.54,609.79,581.24,595.69,165133930,2015-02-02
595.69,618.46,594.72,617.2,154751000,2015-02-09
617.2,627.94,617.2,618.39,141961720,2015-02-24
618.39,630.72,615.39,622.75,199965820,2015-03-02
622.75,628.07,616.52,616.94,203745160,2015-03-09
616.94,616.94,599.91,603.76,283548490,2015-03-16
603.76,607.4,580.34,583.02,183965510,2015-03-23
583.02,584.99,567.48,577.66,189978860,2015-03-30
577.66,586.9,570.09,583.34,143621860,2015-04-06
583.34,602.83,583.34,599.12,161645360,2015-04-13
599.12,599.89,589.61,596.1,125816570,2015-04-20
596.1,600.36,593.15,593.15,16769490,2015-04-27
593.15,593.95,571.07,582.91,153218230,2015-05-04
579.41,579.41,561.87,561.87,169176700,2015-05-11
559.61,586.58,552.87,586.58,230278400,2015-05-18
585.78,599.22,582.45,589.32,270071970,2015-05-25
591.03,597.2,585.42,592.22,268593090,2015-06-01
596.53,604.63,590.69,604.29,346610530,2015-06-08
605.47,607.6,596.56,603.26,373732670,2015-06-15
608.0,617.82,606.18,608.92,321202170,2015-06-22
608.75,639.87,608.75,639.87,278411130,2015-06-29
643.19,656.46,635.73,648.73,349190750,2015-07-06
652.37,661.97,644.13,651.03,249439820,2015-07-13
646.69,662.05,636.91,657.97,208998200,2015-07-20
657.97,668.8,647.36,647.36,261658310,2015-07-27
642.46,642.61,631.27,638.4,196535250,2015-08-03
637.58,649.99,615.55,618.94,217708010,2015-08-10
618.99,621.01,572.16,587.83,275240000,2015-08-17
580.86,597.81,544.1,597.81,344122800,2015-08-24
596.58,596.58,572.64,578.78,129370150,2015-08-31
577.17,591.1,572.91,583.27,150234710,2015-09-07
585.59,586.19,570.59,582.73,155136410,2015-09-14
583.37,593.93,582.83,588.11,142908070,2015-09-21
588.11,589.64,575.06,583.13,112748780,2015-09-28
582.94,611.15,582.16,605.6,294347770,2015-10-05
609.09,616.35,605.38,609.73,228786650,2015-10-12
610.96,617.16,603.84,616.07,196328990,2015-10-19
619.09,622.09,608.89,619.21,174841050,2015-10-26
619.89,630.38,611.3,622.67,174670380,2015-11-02
623.5,623.5,603.06,622.34,234295670,2015-11-09
620.95,622.51,608.12,611.16,247865830,2015-11-16
611.14,615.96,590.59,590.59,262356960,2015-11-23
589.57,589.76,578.88,582.96,189691430,2015-11-30
581.62,587.62,568.51,578.01,168011400,2015-12-07
581.57,590.01,577.68,578.85,237212650,2015-12-14
581.36,581.92,572.22,579.32,135870900,2015-12-21
579.32,595.57,579.18,595.57,131943240,2015-12-28
593.31,594.68,571.96,575.96,210325030,2016-01-04
574.44,584.03,555.76,555.76,261191430,2016-01-11
543.44,551.88,531.53,539.37,308163790,2016-01-18
546.87,562.79,546.87,561.61,252221640,2016-01-25
562.4,565.97,549.01,563.97,139702760,2016-02-01
558.64,569.38,554.3,567.51,232714470,2016-02-15
567.87,583.87,567.87,577.71,288161390,2016-02-22
576.98,583.73,570.66,580.94,222596330,2016-02-29
582.6,588.46,580.19,583.89,225353870,2016-03-07
586.63,590.98,581.4,581.95,275059220,2016-03-14
582.85,587.78,571.71,578.24,225732460,2016-03-21
578.45,583.29,566.81,568.27,198576360,2016-03-28
568.01,581.39,563.05,578.97,171644450,2016-04-04
580.79,591.76,580.65,584.47,209791860,2016-04-11
584.14,593.69,572.14,591.6,143609320,2016-04-19
599.85,604.12,593.35,601.25,238130390,2016-04-25
600.63,610.19,597.4,607.55,134724440,2016-05-04
610.78,615.57,597.91,609.97,186234590,2016-05-09
612.03,628.3,608.96,616.4,204080200,2016-05-16
616.81,618.61,605.16,611.0,158301760,2016-05-23
612.4,622.88,612.36,621.05,191761990,2016-05-30
620.61,634.07,615.91,629.27,215699840,2016-06-06
626.68,627.46,615.44,615.75,233204490,2016-06-13
615.98,631.02,591.44,612.69,255955810,2016-06-20
609.64,630.61,601.71,626.34,190849490,2016-06-27
629.19,648.73,629.19,643.56,239719630,2016-07-04
643.77,664.43,633.5,653.63,280199790,2016-07-11
653.82,665.11,626.4,634.34,269188700,2016-07-18
636.37,645.39,627.97,639.17,215577510,2016-07-25
642.04,642.04,608.84,615.06,230452760,2016-08-01
614.38,652.87,609.21,641.11,245283850,2016-08-08
640.59,659.43,639.08,654.42,265631930,2016-08-15
654.43,659.34,642.5,656.71,224017610,2016-08-22
660.07,666.7,654.66,659.09,168407400,2016-08-29
660.24,663.68,647.47,658.66,225673320,2016-09-05
657.61,657.61,639.37,639.37,272210740,2016-09-12
646.47,665.27,643.6,664.31,246820230,2016-09-19
662.79,674.11,661.71,668.44,240706360,2016-09-26
668.47,670.02,654.05,657.54,280990160,2016-10-03
657.58,662.05,641.45,657.59,262031450,2016-10-10
657.08,661.2,648.18,655.17,232164100,2016-10-17
654.17,654.17,639.07,649.27,211296210,2016-10-24
649.28,649.28,627.9,632.54,289846570,2016-10-31
633.03,643.41,620.35,642.0,245196160,2016-11-07
640.06,642.24,632.45,634.35,260871110,2016-11-14
635.82,651.55,634.43,643.38,251658720,2016-11-21
640.75,640.75,622.12,629.64,257918550,2016-11-28
628.6,629.85,614.1,619.64,214720190,2016-12-05
616.5,621.04,606.31,621.04,284968130,2016-12-12
622.19,626.78,614.2,620.75,174880870,2016-12-19
622.91,628.21,621.71,628.21,184514570,2016-12-26
627.65,640.74,627.58,636.34,192854650,2017-01-03
636.82,645.14,636.82,640.07,223056360,2017-01-09
639.59,640.52,630.48,634.28,176254280,2017-01-16
634.81,644.79,634.81,644.79,94988950,2017-01-23
648.11,657.63,646.57,651.18,76718020,2017-02-02
652.5,660.08,649.35,658.78,220696000,2017-02-06
660.03,676.65,659.32,668.1,286059960,2017-02-13
664.9,673.77,661.37,661.81,315684910,2017-02-20
659.63,667.7,649.45,656.77,224384790,2017-02-27
657.26,667.49,656.36,663.49,237485020,2017-03-06
663.86,671.07,659.95,668.35,264574180,2017-03-13
672.52,696.22,672.52,691.76,381642750,2017-03-20
692.82,696.97,685.69,693.22,367506120,2017-03-27
693.42,702.05,685.63,697.62,301439500,2017-04-03
699.54,699.86,674.94,678.45,305141160,2017-04-10
680.27,683.48,665.35,672.6,204446280,2017-04-17
673.12,682.41,665.66,680.49,209173280,2017-04-24
681.7,688.75,680.95,684.17,163290710,2017-05-03
683.15,695.66,680.34,690.84,288733280,2017-05-08
691.33,702.03,691.06,702.03,285353380,2017-05-15
707.27,722.06,706.84,718.87,337403470,2017-05-22
723.27,725.2,711.48,718.33,278994300,2017-05-29
719.05,743.9,720.97,740.2,299982260,2017-06-05
740.65,751.5,736.86,750.07,322084570,2017-06-12
754.03,761.62,752.69,758.24,301391680,2017-06-19
759.9,766.29,751.2,765.41,276149150,2017-06-26
765.52,771.98,760.9,761.61,313572630,2017-07-03
761.69,764.53,743.13,759.97,266314240,2017-07-10
758.53,759.97,728.47,728.47,261107970,2017-07-17
727.57,749.86,723.45,749.86,196476760,2017-07-24
748.88,761.44,747.61,761.44,281722310,2017-07-31
762.13,766.12,737.72,744.99,233742270,2017-08-07
745.48,752.25,738.33,744.3,190290150,2017-08-14
744.23,751.14,736.71,751.14,152064620,2017-08-21
751.59,774.76,749.2,774.06,209382180,2017-08-28
771.91,786.85,771.68,784.74,151290990,2017-09-05
785.06,793.16,775.81,789.49,204804990,2017-09-11
792.16,797.54,785.99,789.7,196850720,2017-09-18
789.81,797.26,785.24,792.72,196397180,2017-09-25
793.64,801.36,785.1,800.42,178977700,2017-10-02
802.89,815.47,798.63,815.47,205436700,2017-10-09
815.27,821.54,811.24,813.99,238869580,2017-10-16
811.49,834.91,804.43,834.91,185579720,2017-10-23
835.33,843.34,826.71,840.04,226742290,2017-10-30
842.91,861.36,839.88,858.2,262100690,2017-11-06
861.0,897.39,858.55,887.41,276615640,2017-11-13
886.49,933.45,883.7,926.21,319133100,2017-11-20
923.8,955.17,923.0,952.46,303534240,2017-11-27
954.31,970.35,919.99,930.25,327263310,2017-12-04
928.39,933.09,883.52,926.7,258626710,2017-12-11
937.81,959.33,926.7,945.88,260762040,2017-12-18
947.06,980.47,944.77,975.52,263871190,2017-12-25
977.2,1014.42,975.49,1007.73,339167370,2018-01-02
1006.25,1058.2,1000.29,1049.86,590120520,2018-01-08
1050.35,1063.46,1013.11,1053.47,550920540,2018-01-15
1059.2,1111.17,1053.47,1104.42,356919220,2018-01-22
1108.98,1118.08,1075.9,1090.4,468705420,2018-01-29
1081.7,1090.4,966.78,996.77,412197130,2018-02-05
1001.7,1055.86,996.77,1054.09,109539800,2018-02-12
1064.55,1089.96,1054.09,1089.96,219143860,2018-02-21
1101.66,1116.79,1089.96,1106.92,437262770,2018-02-26
1113.71,1117.9,1075.78,1106.54,364625660,2018-03-05
1113.42,1121.31,1098.75,1112.93,416151400,2018-03-12
1122.98,1159.1,1112.93,1128.93,387060940,2018-03-19
1126.04,1161.6,1125.03,1153.08,261131960,2018-03-26
1153.11,1180.27,1153.08,1174.37,321663460,2018-04-02
1175.45,1184.45,1121.49,1134.21,373877670,2018-04-09
1133.5,1136.65,1047.76,1089.45,274088240,2018-04-16
1091.18,1098.17,1007.39,1027.97,273563970,2018-04-23
1032.56,1032.56,989.28,1010.89,178804680,2018-05-02
1010.89,1059.68,1003.47,1030.79,263072950,2018-05-07
1030.79,1067.22,989.51,1022.21,219613370,2018-05-14
1022.21,1027.63,936.32,936.32,251184860,2018-05-21
936.32,970.67,881.91,969.15,327151540,2018-05-28
969.15,1034.59,969.15,1025.87,292619550,2018-06-04
1025.87,1034.83,989.53,1005.04,263075350,2018-06-11
1001.79,1006.53,919.26,973.05,248484100,2018-06-18
973.05,988.62,940.15,947.55,173530870,2018-06-25
947.55,947.55,870.49,905.62,270008320,2018-07-02
913.16,916.67,870.59,899.45,198321300,2018-07-09
901.68,946.31,892.39,926.5,239680890,2018-07-16
927.01,944.92,907.84,927.19,243572050,2018-07-23
931.13,949.81,924.38,941.12,251725980,2018-07-30
941.13,954.1,933.84,948.32,228913870,2018-08-06
946.75,969.8,932.84,949.23,311021630,2018-08-13
949.23,963.77,942.33,960.42,253549670,2018-08-20
960.43,978.8,960.43,969.23,282886000,2018-08-27
969.23,978.8,931.79,945.59,197248150,2018-09-04
946.05,967.64,941.07,960.33,259935580,2018-09-10
959.15,978.43,946.06,974.43,343018590,2018-09-17
975.35,996.52,975.35,994.73,309476380,2018-09-24
994.76,1000.57,980.75,980.75,353161360,2018-10-01
979.27,979.27,909.04,943.49,414177010,2018-10-08
964.55,949.26,920.29,931.69,228201990,2018-10-15
933.98,937.98,860.13,881.06,264702900,2018-10-22
878.35,905.55,868.91,903.43,235080060,2018-10-29
903.24,909.69,885.65,885.65,186170390,2018-11-05
881.08,888.81,859.86,869.24,182885190,2018-11-12
869.24,900.7,869.24,890.62,198785720,2018-11-19
889.62,910.43,886.91,894.79,182192650,2018-11-26
896.5,933.24,896.5,929.59,283863240,2018-12-03
928.96,935.32,915.91,918.79,224901090,2018-12-10
914.02,914.02,867.19,873.09,235461400,2018-12-17
870.42,879.72,850.52,854.99,189290750,2018-12-24
870.42,872.62,822.32,840.17,121593500,2019-01-02
843.95,862.88,841.88,860.3,163285370,2019-01-07
859.83,868.38,853.34,854.79,159079770,2019-01-14
856.68,869.53,856.44,867.7,183488380,2019-01-21
867.6,874.0,859.38,859.81,176866690,2019-01-28
862.2,904.11,862.2,897.74,268979500,2019-02-11
900.6,934.35,899.76,929.5,320600400,2019-02-18
929.57,943.97,904.98,915.32,293070880,2019-02-25
916.27,931.23,913.43,914.74,237372050,2019-03-04
915.0,939.09,911.88,927.06,283980360,2019-03-11
929.16,935.63,906.64,912.27,278265470,2019-03-18
911.51,911.51,889.2,900.13,200324030,2019-03-25
901.0,912.86,897.75,904.69,172132950,2019-04-01
904.92,908.79,887.79,893.1,162984840,2019-04-08
893.1,893.1,877.02,880.52,136683190,2019-04-16
880.9,890.69,873.7,890.55,170937570,2019-04-22
892.11,895.66,889.2,895.42,84297130,2019-05-02
886.39,886.39,867.21,876.45,190374170,2019-05-06
876.38,896.24,874.68,890.53,202442150,2019-05-13
896.98,907.64,884.48,884.48,204324530,2019-05-20
884.1,891.61,875.77,876.29,158583260,2019-05-27
875.64,875.64,851.65,869.56,182803970,2019-06-03
874.7,877.38,857.86,861.65,173089300,2019-06-10
860.74,870.35,845.75,866.53,248585570,2019-06-17
854.21,873.33,848.53,864.24,209481370,2019-06-24
854.21,882.09,865.84,880.23,221140250,2019-07-01
877.12,883.03,866.32,874.99,213360810,2019-07-08
881.1,882.82,870.81,880.79,259466270,2019-07-15
880.49,892.81,878.28,887.84,243346340,2019-07-22
889.0,892.22,874.43,885.29,229745690,2019-07-29
882.91,884.07,858.02,878.62,251934950,2019-08-05
879.03,899.91,867.95,892.44,268761860,2019-08-12
894.79,904.41,889.39,900.53,233238110,2019-08-19
899.1,899.21,882.21,892.51,249681260,2019-08-26
892.51,894.11,883.96,885.95,169621750,2019-09-03
885.95,905.31,881.12,905.05,234104310,2019-09-09
905.0,920.77,902.99,915.16,296819220,2019-09-16
916.15,925.5,906.74,924.83,291227910,2019-09-23
924.83,930.8,911.6,915.16,317914980,2019-09-30
916.51,917.88,906.88,916.68,305335660,2019-10-07
916.9,927.82,916.9,919.13,314378090,2019-10-14
918.01,927.05,912.75,927.05,293348250,2019-10-21
928.01,934.21,922.17,933.55,315664890,2019-10-28
933.96,948.09,932.36,944.7,384277370,2019-11-04
944.72,946.37,922.6,927.36,367851330,2019-11-11
927.49,929.17,885.83,892.31,371236210,2019-11-18
892.31,900.95,882.85,887.47,320486040,2019-11-25
887.47,889.37,865.46,880.43,350893390,2019-12-02
880.16,888.34,869.27,880.55,326630160,2019-12-09
878.88,879.64,858.77,868.37,346391350,2019-12-16
871.63,876.38,864.88,876.38,250996460,2019-12-23
876.61,881.97,876.42,879.06,77955930,2019-12-30
879.02,890.38,876.87,883.28,93610040,2020-01-02
882.51,888.09,861.51,885.52,248809520,2020-01-06
885.52,897.63,880.58,894.84,231259800,2020-01-13
894.6,909.41,891.75,909.09,148764950,2020-01-20
908.2,909.09,848.63,848.63,163403930,2020-01-30
848.42,865.91,803.73,863.49,398935450,2020-02-03
863.28,870.1,848.21,865.86,330783520,2020-02-10
865.83,877.52,858.61,868.89,297017300,2020-02-17
867.56,868.89,823.09,831.97,344412070,2020-02-24
831.25,846.58,827.12,835.97,307402680,2020-03-02
835.65,835.65,674.36,716.65,523153890,2020-03-09
716.65,716.65,668.9,673.7,386272370,2020-03-16
671.05,671.05,619.07,642.23,429969760,2020-03-23
641.92,649.15,598.6,649.15,315896200,2020-03-30
649.15,704.18,649.15,695.74,569193640,2020-04-06
695.84,736.17,695.84,734.98,442479680,2020-04-13
736.1,742.27,692.03,725.05,442046600,2020-04-20
724.14,735.28,711.84,715.33,216337900,2020-04-27
714.9,773.22,706.47,760.15,420645370,2020-05-04
760.86,788.06,760.15,773.95,501208650,2020-05-11
773.95,815.55,770.61,803.14,528904680,2020-05-18
803.35,821.36,799.23,806.23,471065000,2020-05-25
806.44,831.49,806.44,826.47,696572600,2020-06-01
826.79,845.63,782.7,807.76,847342580,2020-06-08
808.58,813.59,778.71,808.28,442894110,2020-06-15
811.47,813.47,791.38,795.53,353783180,2020-06-22
795.11,795.11,765.62,789.87,325691340,2020-06-29
790.08,819.45,789.87,809.02,365949140,2020-07-06
809.03,819.83,798.21,814.16,309162600,2020-07-13
814.0,814.0,760.56,772.29,413020110,2020-07-20
767.3,772.29,722.85,740.73,438692970,2020-07-27
740.33,787.27,738.64,782.15,355030200,2020-08-03
782.5,801.61,781.04,791.98,346344720,2020-08-10
791.89,795.05,782.52,793.6,294273770,2020-08-17
793.46,828.88,793.46,821.93,473915540,2020-08-24
822.01,844.27,820.66,840.54,369290980,2020-08-31
840.64,843.8,816.51,825.56,394330290,2020-09-07
825.69,842.1,825.69,841.26,397896480,2020-09-14
841.28,860.34,841.28,854.71,544001550,2020-09-21
854.84,871.99,850.61,861.51,645734570,2020-09-28
861.51,876.31,861.51,874.53,676054830,2020-10-05
874.72,906.17,871.58,901.59,735675560,2020-10-12
899.61,930.59,899.42,930.3,739735450,2020-10-19
929.5,942.72,875.97,892.55,822448010,2020-10-26
892.68,913.2,889.83,902.91,483404670,2020-11-02
902.91,931.2,902.91,931.2,569517460,2020-11-09
931.4,950.89,915.23,950.89,747551020,2020-11-16
950.98,971.11,946.18,971.11,823438510,2020-11-23
971.39,988.68,951.92,984.34,935523550,2020-11-30
984.25,1008.65,984.07,1008.65,783874300,2020-12-07
1008.86,1037.98,1008.86,1036.65,922484350,2020-12-14
1038.0,1058.91,1013.9,1052.13,970175800,2020-12-21
1053.37,1074.02,1047.45,1070.77,652718240,2020-12-28
1072.44,1156.38,1072.44,1147.86,1086085300,2021-01-04
1148.06,1185.46,1148.06,1182.2,1053998900,2021-01-11
1183.25,1188.53,1073.13,1156.58,1201589200,2021-01-18
1156.55,1164.7,978.85,1048.31,1200989200,2021-01-25
1048.01,1135.5,1025.18,1135.5,838495400,2021-02-01
1135.5,1136.38,1077.4,1129.49,401008100,2021-02-08
1130.19,1188.61,1129.49,1180.59,523541500,2021-02-17
1180.48,1192.04,1153.41,1173.6,886401000,2021-02-22
1173.72,1203.84,1157.45,1174.16,902838700,2021-03-01
1175.19,1193.97,1150.18,1187.81,795484200,2021-03-08
1187.84,1211.54,1177.05,1203.36,833714800,2021-03-15
1204.0,1207.28,1143.08,1167.19,844921700,2021-03-22
1167.3,1243.67,1167.3,1238.03,956572100,2021-03-29
1240.24,1263.03,1238.03,1253.26,990592300,2021-04-05
1254.39,1300.84,1253.26,1276.87,1215600400,2021-04-12
1277.11,1331.56,1262.89,1301.39,933682300,2021-04-19
1301.39,1312.62,1264.57,1312.28,837959700,2021-04-26
1312.08,1360.76,1285.9,1340.73,1067161300,2021-05-04
1339.75,1386.09,1335.39,1380.02,1352037800,2021-05-10
1381.13,1433.01,1367.85,1425.04,1325098700,2021-05-17
1425.11,1460.68,1421.17,1458.78,1264918300,2021-05-24
1459.04,1509.38,1449.66,1508.35,1480949200,2021-05-31
1508.08,1508.65,1426.04,1487.61,1436628000,2021-06-07
1488.88,1504.32,1445.39,1481.3,1140454300,2021-06-14
1481.15,1502.79,1473.11,1500.3,970097200,2021-06-21
1502.02,1558.45,1500.3,1554.59,1107825600,2021-06-28
1557.41,1565.29,1472.81,1494.43,1421366900,2021-07-05
1488.29,1495.92,1395.16,1438.05,1144514700,2021-07-12
1403.96,1438.05,1357.31,1401.53,1037730100,2021-07-19
1397.01,1451.45,1384.87,1447.23,854688100,2021-07-26
1443.6,1491.52,1438.35,1476.79,1048074800,2021-08-02
1472.78,1508.92,1463.48,1484.25,1028289100,2021-08-09
1490.7,1512.27,1436.24,1450.45,1223718600,2021-08-16
1443.67,1445.75,1391.88,1418.57,962291500,2021-08-23
1427.48,1437.38,1418.57,1426.94,483264400,2021-08-30
1433.03,1454.82,1429.55,1448.33,871547500,2021-09-06
1450.0,1459.94,1432.76,1455.59,764702600,2021-09-13
1468.11,1474.66,1433.77,1459.94,750333700,2021-09-20
1462.86,1464.5,1430.89,1441.83,767260800,2021-09-27
1442.87,1476.54,1433.05,1476.54,811363000,2021-10-04
1481.29,1519.11,1480.31,1504.84,822661700,2021-10-11
1508.88,1517.7,1486.26,1488.71,785919100,2021-10-18
1492.35,1534.51,1467.02,1532.35,936046000,2021-10-25
